path,category,action,grade,width,height,target_w,target_h,frame_w,frame_h,target_size_kb,bundle,atlas_group,state,reason
tiles/volcano/tile_volcano_thorn.png,tiles,keep,B,32,32,32,32,32,32,2,bundle_tiles_volcano,,same_as_old_backup,old_resource_copied_or_not_replaced
tiles/volcano/tile_volcano_wall.png,tiles,keep,B,32,32,32,32,32,32,2,bundle_tiles_volcano,,same_as_old_backup,old_resource_copied_or_not_replaced
ui/common/btn_active.png,ui,defer,B,200,60,200,60,200,60,6,bundle_ui,,same_as_old_backup,old_resource_copied_or_not_replaced
ui/common/btn_close.png,ui,defer,B,32,32,32,32,32,32,4,bundle_ui,,same_as_old_backup,old_resource_copied_or_not_replaced
ui/common/btn_default.png,ui,defer,B,200,60,200,60,200,60,6,bundle_ui,,same_as_old_backup,old_resource_copied_or_not_replaced
ui/common/btn_hover.png,ui,defer,B,200,60,200,60,200,60,6,bundle_ui,,same_as_old_backup,old_resource_copied_or_not_replaced
ui/common/panel_bg.png,ui,defer,B,32,32,32,32,32,32,4,bundle_ui,,same_as_old_backup,old_resource_copied_or_not_replaced
ui/death/btn_revive_active.png,ui,keep,A,200,60,200,60,200,60,6,bundle_ui,,same_as_old_backup,old_resource_copied_or_not_replaced
ui/death/btn_revive_default.png,ui,keep,A,200,60,200,60,200,60,6,bundle_ui,,same_as_old_backup,old_resource_copied_or_not_replaced
ui/death/btn_settle_active.png,ui,keep,A,200,60,200,60,200,60,6,bundle_ui,,same_as_old_backup,old_resource_copied_or_not_replaced
ui/death/btn_settle_default.png,ui,keep,A,200,60,200,60,200,60,6,bundle_ui,,same_as_old_backup,old_resource_copied_or_not_replaced
ui/death/death_bg.png,ui,keep,A,750,1334,256,256,750,1334,30,bundle_ui,,same_as_old_backup,old_resource_copied_or_not_replaced
ui/death/icon_soulstone.png,ui,merge_atlas,A,32,32,32,32,32,32,4,bundle_ui,atlas_ui_common,same_as_old_backup,old_resource_copied_or_not_replaced
ui/death/result_panel.png,ui,merge_atlas,A,32,32,32,32,32,32,4,bundle_ui,atlas_ui_common,same_as_old_backup,old_resource_copied_or_not_replaced
ui/equipment/equip_body_frame.png,ui,defer,B,400,300,400,300,400,300,30,bundle_ui,,same_as_old_backup,old_resource_copied_or_not_replaced
ui/equipment/equip_slot_chest.png,ui,defer,B,48,48,48,48,48,48,4,bundle_ui,,same_as_old_backup,old_resource_copied_or_not_replaced
ui/equipment/equip_slot_gloves.png,ui,defer,B,48,48,48,48,48,48,4,bundle_ui,,same_as_old_backup,old_resource_copied_or_not_replaced
ui/equipment/equip_slot_helmet.png,ui,defer,B,48,48,48,48,48,48,4,bundle_ui,,same_as_old_backup,old_resource_copied_or_not_replaced
ui/equipment/equip_slot_legs.png,ui,defer,B,48,48,48,48,48,48,4,bundle_ui,,same_as_old_backup,old_resource_copied_or_not_replaced
ui/equipment/equip_slot_necklace.png,ui,defer,B,48,48,48,48,48,48,4,bundle_ui,,same_as_old_backup,old_resource_copied_or_not_replaced
